"borough" "neighborhood" "building.class.category" "tax.class.at.present" "block" "lot" "ease.ment" "building.class.at.present" "address" "apartment.number" "zip.code" "residential.units" "commercial.units" "total.units" "land.square.feet" "gross.square.feet" "year.built" "tax.class.at.time.of.sale" "building.class.at.time.of.sale" "sale.price" "sale.date" "sale.price.n" "gross.sqft" "land.sqft" "outliers"
"7223" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5177 39 NA "B9" "54-25 151ST   STREET                     " "            " 11355 2 0 2 " 1,975 " " 1,429 " 1955 1 "B9" " 858,000 " "12/21/2015" 858000 1429 1975 0
"7224" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5177 61 NA "B2" "54-22 152 STREET                         " "            " 11355 2 0 2 " 2,500 " " 1,584 " 1925 1 "B2" " 499,000 " "5/25/2016" 499000 1584 2500 0
"7225" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5178 58 NA "B2" "54-16 153RD STREET                       " "            " 11355 2 0 2 " 3,000 " " 1,260 " 1925 1 "B2" " 799,000 " "11/4/2015" 799000 1260 3000 0
"7227" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5179 35 NA "B2" "54-29 153RD   STREET                     " "            " 11355 2 0 2 " 2,500 " " 1,548 " 1925 1 "B2" " 910,000 " "8/12/2016" 910000 1548 2500 0
"7228" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5179 60 NA "B1" "54-18 KISSENA BLVD                       " "            " 11355 2 0 2 " 3,267 " " 3,178 " 1965 1 "B1" " 1,220,000 " "6/30/2016" 1220000 3178 3267 0
"7230" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5183 37 NA "B1" "143-66 SANFORD AVENUE                    " "            " 11355 2 0 2 " 1,958 " " 3,202 " 1965 1 "B1" " 990,000 " "10/14/2015" 990000 3202 1958 0
"7237" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5189 17 NA "B1" "143-57 BEECH AVENUE                      " "            " 11355 2 0 2 " 2,570 " " 1,656 " 1989 1 "B1" " 900,000 " "3/8/2016" 9e+05 1656 2570 0
"7238" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5192 41 NA "B2" "140-18 CHERRY AVENUE                     " "            " 11355 2 0 2 " 2,800 " " 2,320 " 1925 1 "B2" " 1,700,000 " "8/5/2016" 1700000 2320 2800 0
"7241" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5196 21 NA "B2" "43-45 SMART STREET                       " "            " 11355 2 0 2 " 2,000 " " 2,536 " 1965 1 "B2" " 1,065,000 " "6/22/2016" 1065000 2536 2000 0
"7242" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5196 63 NA "B1" "43-28 BURLING STREET                     " "            " 11355 2 0 2 " 5,350 " " 2,646 " 1965 1 "B1" " 1,350,000 " "6/8/2016" 1350000 2646 5350 0
"7243" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5200 3 NA "B2" "45-07 KISSENA BOULEVARD                  " "            " 11355 2 0 2 " 2,476 " " 2,040 " 1930 1 "B2" " 1,390,000 " "8/26/2016" 1390000 2040 2476 0
"7244" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5200 50 NA "B2" "45-45 KISSENA BOULEVARD                  " "            " 11355 2 0 2 " 5,688 " " 2,354 " 1901 1 "B2" " 1,250,000 " "6/20/2016" 1250000 2354 5688 0
"7247" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5201 49 NA "B1" "45-27 UNION STREET                       " "            " 11355 2 0 2 " 4,000 " " 1,978 " 1965 1 "B1" " 350,000 " "10/13/2015" 350000 1978 4000 0
"7249" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5204 102 NA "B3" "144-08 45TH AVENUE                       " "            " 11355 2 0 2 " 1,600 " " 1,600 " 1925 1 "B3" " 314,674 " "1/9/2016" 314674 1600 1600 0
"7250" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5205 3 NA "S2" "146-04 45TH AVENUE                       " "            " 11355 2 1 3 " 3,000 " " 1,440 " 1930 1 "S2" " 1,240,000 " "5/24/2016" 1240000 1440 3000 0
"7251" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5206 5 NA "B2" "146-10 GEORGIA ROAD                      " "            " 11355 2 0 2 " 4,000 " " 2,408 " 2001 1 "B2" " 1,460,000 " "10/1/2015" 1460000 2408 4000 0
"7252" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5208 18 NA "B2" "46-22 UNION STREET                       " "            " 11355 2 0 2 " 3,500 " " 2,483 " 1970 1 "B2" " 960,000 " "12/11/2015" 960000 2483 3500 0
"7253" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5210 18 NA "B2" "46-36 BOWNE STREET                       " "            " 11355 2 0 2 " 3,555 " " 1,720 " 1925 1 "B2" " 1,550,500 " "5/5/2016" 1550500 1720 3555 0
"7254" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5211 40 NA "B3" "46-31 BOWNE STREET                       " "            " 11355 2 0 2 " 4,750 " " 1,574 " 1915 1 "B3" " 1,350,000 " "7/21/2016" 1350000 1574 4750 0
"7255" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5213 10 NA "B3" "146-22 HOLLY AVENUE                      " "            " 11355 2 0 2 " 2,100 " " 1,448 " 1935 1 "B3" " 830,000 " "2/29/2016" 830000 1448 2100 0
"7259" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5221 24 NA "B1" "146-07 NEGUNDO AVENUE                    " "            " 11355 2 0 2 " 4,800 " " 1,506 " 1955 1 "B1" " 980,000 " "8/8/2016" 980000 1506 4800 0
"7260" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5222 44 NA "B3" "140-03 OAK AVENUE                        " "            " 11355 2 0 2 " 3,847 " " 2,098 " 1940 1 "B3" " 200,000 " "5/4/2016" 2e+05 2098 3847 0
"7261" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5229 44 NA "B1" "140-03 QUINCE AVENUE                     " "            " 11355 2 0 2 " 2,567 " " 2,640 " 1950 1 "B1" " 1,250,000 " "7/6/2016" 1250000 2640 2567 0
"7263" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5230 47 NA "B1" "140-12 QUINCE AVENUE                     " "            " 11355 2 0 2 " 4,058 " " 3,185 " 1960 1 "B1" " 1,200,000 " "4/7/2016" 1200000 3185 4058 0
"7265" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5234 38 NA "B1" "143-43 ROSE AVENUE                       " "            " 11355 2 0 2 " 4,200 " " 2,392 " 1960 1 "B1" " 1,290,000 " "11/20/2015" 1290000 2392 4200 0
"7268" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5238 28 NA "B3" "33-31 153RD   STREET                     " "            " 11354 2 0 2 " 4,000 " " 2,252 " 1930 1 "B3" " 595,200 " "11/23/2015" 595200 2252 4000 0
"7269" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5239 61 NA "B3" "33-60 155TH   STREET                     " "            " 11354 2 0 2 " 5,050 " " 1,504 " 1940 1 "B3" " 833,000 " "12/4/2015" 833000 1504 5050 0
"7270" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5248 62 NA "B2" "33-34 164TH   STREET                     " "            " 11358 2 0 2 " 4,000 " " 2,361 " 1925 1 "B2" " 1,180,000 " "3/30/2016" 1180000 2361 4000 0
"7271" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5250 72 NA "B3" "33-58 166TH STREET                       " "            " 11358 2 0 2 " 6,000 " " 2,440 " 1935 1 "B3" " 986,000 " "8/17/2016" 986000 2440 6000 0
"7273" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5250 72 NA "B3" "33-58 166TH STREET                       " "            " 11358 2 0 2 " 6,000 " " 2,440 " 1935 1 "B3" " 820,000 " "1/4/2016" 820000 2440 6000 0
"7277" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5264 7 NA "B1" "35-23 153RD   STREET                     " "            " 11354 2 0 2 " 2,558 " " 1,942 " 1950 1 "B1" " 1,100,000 " "3/29/2016" 1100000 1942 2558 0
"7278" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5265 34 NA "B1" "35-30 155TH   STREET                     " "            " 11354 2 0 2 " 4,040 " " 2,184 " 1950 1 "B1" " 800,000 " "7/14/2016" 8e+05 2184 4040 0
"7279" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5266 26 NA "B3" "152-31 ROOSEVELT AVENUE                  " "            " 11354 2 0 2 " 3,200 " " 2,541 " 1930 1 "B3" " 1,325,000 " "10/1/2015" 1325000 2541 3200 0
"7282" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5285 25 NA "S2" "163-15 DEPOT ROAD                        " "            " 11358 2 1 3 " 1,880 " " 4,400 " 1935 1 "S2" " 1,375,000 " "9/25/2015" 1375000 4400 1880 0
"7285" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5296 45 NA "B1" "36-19 169TH STREET                       " "            " 11358 2 0 2 " 3,800 " " 2,244 " 1965 1 "B1" " 986,000 " "4/25/2016" 986000 2244 3800 0
"7287" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5313 1 NA "B1" "192-04 35TH   AVENUE                     " "            " 11358 2 0 2 " 2,604 " " 1,672 " 1960 1 "B1" " 855,000 " "4/29/2016" 855000 1672 2604 0
"7288" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5313 4 NA "B1" "192-08 35TH AVENUE                       " "            " 11358 2 0 2 " 2,470 " " 1,672 " 1960 1 "B1" " 845,000 " "2/29/2016" 845000 1672 2470 0
"7289" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5316 18 NA "B1" "192-04 37 AVE                            " "            " 11358 2 0 2 " 3,100 " " 2,256 " 1950 1 "B1" " 985,000 " "10/1/2015" 985000 2256 3100 0
"7292" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5326 49 NA "B1" "155-22 41ST   AVENUE                     " "            " 11354 2 0 2 " 2,260 " " 1,800 " 1950 1 "B1" " 950,000 " "5/12/2016" 950000 1800 2260 0
"7293" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5331 18 NA "B3" "41-07 158TH STREET                       " "            " 11358 2 0 2 " 4,000 " " 2,288 " 1910 1 "B3" " 970,000 " "10/21/2015" 970000 2288 4000 0
"7295" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5352 50 NA "B3" "40-50 UTOPIA PARKWAY                     " "            " 11358 2 0 2 " 3,290 " " 1,776 " 1950 1 "B3" " 750,000 " "10/20/2015" 750000 1776 3290 0
"7298" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5360 7 NA "B2" "195-15 42ND AVENUE                       " "            " 11358 2 0 2 " 5,000 " " 2,364 " 1940 1 "B2" " 900,000 " "6/30/2016" 9e+05 2364 5000 0
"7299" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5360 7 NA "B2" "195-15 42ND AVENUE                       " "            " 11358 2 0 2 " 5,000 " " 2,364 " 1940 1 "B2" " 800,000 " "2/25/2016" 8e+05 2364 5000 0
"7302" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5361 5 NA "B1" "196-13 42ND AVENUE                       " "            " 11358 2 0 2 " 6,000 " " 2,100 " 2014 1 "B1" " 1,180,000 " "7/26/2016" 1180000 2100 6000 0
"7305" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5370 23 NA "B3" "42-22 195TH   STREET                     " "            " 11358 2 0 2 " 3,117 " " 1,740 " 1925 1 "B3" " 820,000 " "3/22/2016" 820000 1740 3117 0
"7306" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5374 54 NA "B1" "42-18 147TH   STREET                     " "            " 11355 2 0 2 " 2,446 " " 1,706 " 1950 1 "B1" " 800,000 " "5/16/2016" 8e+05 1706 2446 0
"7307" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5377 49 NA "B1" "147-47 ASH AVENUE                        " "            " 11355 2 0 2 " 4,672 " " 3,100 " 2014 1 "B1" " 1,323,725 " "1/28/2016" 1323725 3100 4672 0
"7308" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5377 50 NA "B1" "147-43 ASH AVENUE                        " "            " 11355 2 0 2 " 4,673 " " 3,100 " 2014 1 "B1" " 1,272,812 " "1/22/2016" 1272812 3100 4673 0
"7310" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5380 36 NA "B1" "149-26 SANFORD AVENUE                    " "            " 11355 2 0 2 " 3,525 " " 2,208 " 2007 1 "B1" " 990,000 " "9/3/2015" 990000 2208 3525 0
"7312" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5380 61 NA "B1" "4254 149TH PLACE                         " "            " 11355 2 0 2 " 3,668 " " 2,950 " 1960 1 "B1" " 600,000 " "11/4/2015" 6e+05 2950 3668 0
"7314" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5389 19 NA "B2" "42-25 158TH   STREET                     " "            " 11358 2 0 2 " 4,000 " " 2,710 " 1910 1 "B2" " 950,000 " "3/7/2016" 950000 2710 4000 0
"7318" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5399 21 NA "B1" "168-09 43RD   AVENUE                     " "            " 11358 2 0 2 " 2,189 " " 2,968 " 1970 1 "B1" " 880,000 " "10/22/2015" 880000 2968 2189 0
"7319" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5399 24 NA "B1" "168-03 43 AVENUE                         " "            " 11358 2 0 2 " 1,852 " " 2,836 " 1970 1 "B1" " 990,000 " "5/16/2016" 990000 2836 1852 0
"7320" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5404 19 NA "B1" "43-10 149TH   STREET                     " "            " 11355 2 0 2 " 2,541 " " 2,316 " 2007 1 "B1" " 980,000 " "12/14/2015" 980000 2316 2541 0
"7322" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5406 41 NA "B2" "147-21 45TH AVENUE                       " "            " 11355 2 0 2 " 4,000 " " 2,196 " 1925 1 "B2" " 850,000 " "4/28/2016" 850000 2196 4000 0
"7323" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5407 5 NA "B3" "42-69 149TH   STREET                     " "            " 11355 2 0 2 " 5,500 " " 2,359 " 1925 1 "B3" " 1,285,000 " "11/16/2015" 1285000 2359 5500 0
"7325" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5407 26 NA "B1" "149-48 BEECH AVENUE                      " "            " 11355 2 0 2 " 4,000 " " 2,700 " 2014 1 "B1" " 1,792,120 " "7/26/2016" 1792120 2700 4000 0
"7326" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5410 52 NA "B1" "149-57 45TH   AVENUE                     " "            " 11355 2 0 2 " 3,000 " " 2,702 " 1960 1 "B1" " 1,160,000 " "4/27/2016" 1160000 2702 3000 0
"7327" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5410 64 NA "B2" "149-31 45TH   AVENUE                     " "            " 11355 2 0 2 " 4,000 " " 1,942 " 1915 1 "B2" " 1,385,000 " "6/29/2016" 1385000 1942 4000 0
"7329" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5411 23 NA "B2" "155-12 CHERRY AVENUE                     " "            " 11355 2 0 2 " 4,350 " " 2,298 " 1910 1 "B2" " 900,000 " "2/11/2016" 9e+05 2298 4350 0
"7330" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5412 9 NA "B2" "43-45 MURRAY STREET                      " "            " 11355 2 0 2 " 5,124 " " 2,700 " 1960 1 "B2" " 1,320,000 " "8/19/2016" 1320000 2700 5124 0
"7331" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5414 39 NA "B3" "43-06 157TH STREET                       " "            " 11355 2 0 2 " 2,686 " " 2,112 " 1960 1 "B3" " 1,130,000 " "9/15/2015" 1130000 2112 2686 0
"7332" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5415 17 NA "B1" "43-35 157TH   STREET                     " "            " 11355 2 0 2 " 2,750 " " 2,200 " 1925 1 "B1" " 1,120,000 " "1/21/2016" 1120000 2200 2750 0
"7334" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5416 67 NA "B2" "43-60 159TH STREET                       " "            " 11358 2 0 2 " 4,000 " " 4,346 " 2015 1 "B2" " 1,818,594 " "6/2/2016" 1818594 4346 4000 0
"7338" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5419 33 NA "B1" "161-08 43RD   AVENUE                     " "            " 11358 2 0 2 " 2,500 " " 2,372 " 2005 1 "B1" " 980,000 " "7/1/2016" 980000 2372 2500 0
"7339" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5419 128 NA "B1" "43-15 161ST   STREET                     " "            " 11358 2 0 2 " 3,000 " " 3,368 " 1960 1 "B1" " 1,150,000 " "11/30/2015" 1150000 3368 3000 0
"7340" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5420 36 NA "B2" "43-08 163RD STREET                       " "            " 11358 2 0 2 " 3,000 " " 2,024 " 1910 1 "B2" " 890,000 " "11/19/2015" 890000 2024 3000 0
"7341" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5420 55 NA "B2" "43-52 163RD STREET                       " "            " 11358 2 0 2 " 3,000 " " 1,766 " 1920 1 "B2" " 145,000 " "5/19/2016" 145000 1766 3000 0
"7342" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5420 58 NA "B3" "43-58 163 STREET                         " "            " 11358 2 0 2 " 2,000 " " 1,444 " 1920 1 "B3" " 650,000 " "12/22/2015" 650000 1444 2000 0
"7344" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5421 59 NA "B3" "43-58 164TH STREET                       " "            " 11358 2 0 2 " 4,000 " " 2,374 " 1945 1 "B3" " 1,200,000 " "11/24/2015" 1200000 2374 4000 0
"7345" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5422 22 NA "B2" "43-39 164TH   STREET                     " "            " 11358 2 0 2 " 4,000 " " 2,200 " 1925 1 "B2" " 1,050,000 " "10/29/2015" 1050000 2200 4000 0
"7346" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5422 41 NA "B2" "164-08 43 AVENUE                         " "            " 11358 2 0 2 " 2,500 " " 2,142 " 2003 1 "B2" " 1,100,000 " "12/4/2015" 1100000 2142 2500 0
"7347" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5423 61 NA "B2" "43-42 166TH   STREET                     " "            " 11358 2 0 2 " 2,400 " " 3,280 " 1925 1 "B2" " 855,000 " "3/24/2016" 855000 3280 2400 0
"7348" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5429 78 NA "B3" "43-60 AUBURNDALE LANE                    " "            " 11358 2 0 2 " 8,080 " " 2,261 " 1930 1 "B3" " 880,000 " "11/2/2015" 880000 2261 8080 0
"7349" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5432 33 NA "B2" "45-02 156TH   STREET                     " "            " 11355 2 0 2 " 3,000 " " 2,080 " 1920 1 "B2" " 980,000 " "11/16/2015" 980000 2080 3000 0
"7350" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5432 35 NA "B2" "45-08 156TH   STREET                     " "            " 11355 2 0 2 " 3,000 " " 2,080 " 1920 1 "B2" " 1,135,000 " "5/3/2016" 1135000 2080 3000 0
"7351" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5433 30 NA "B2" "45-34 156TH   STREET                     " "            " 11355 2 0 2 " 5,580 " " 2,232 " 1920 1 "B2" " 900,000 " "2/26/2016" 9e+05 2232 5580 0
"7352" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5436 47 NA "B1" "157-16 45TH   AVENUE                     " "            " 11355 2 0 2 " 4,000 " " 2,128 " 1940 1 "B1" " 970,000 " "9/22/2015" 970000 2128 4000 0
"7353" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5437 44 NA "B1" "158-02 45 AVENUE                         " "            " 11358 2 0 2 " 2,023 " " 1,560 " 2004 1 "B1" " 960,000 " "11/16/2015" 960000 1560 2023 0
"7357" 4 "FLUSHING-NORTH           " "02  TWO FAMILY DWELLINGS                    " "1" 5440 23 NA "B3" "45-35 161ST STREET                       " "            " 11358 2 0 2 " 2,000 " " 1,856 " 1920 1 "B3" " 635,000 " "6/27/2016" 635000 1856 2000 0
